2024-04-19 14:09:08.424 | INFO     | __main__:<module>:32 - range(0, 1) deque([0.8562570433717981], maxlen=40)
2024-04-19 14:09:08.546 | INFO     | __main__:<module>:32 - range(0, 2) deque([0.8562570433717981, 0.9940207983563096], maxlen=40)
2024-04-19 14:09:08.669 | INFO     | __main__:<module>:32 - range(0, 3) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331], maxlen=40)
2024-04-19 14:09:08.794 | INFO     | __main__:<module>:32 - range(0, 4) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527], maxlen=40)
2024-04-19 14:09:08.919 | INFO     | __main__:<module>:32 - range(0, 5) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053], maxlen=40)
2024-04-19 14:09:09.047 | INFO     | __main__:<module>:32 - range(0, 6) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192], maxlen=40)
2024-04-19 14:09:09.171 | INFO     | __main__:<module>:32 - range(0, 7) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748], maxlen=40)
2024-04-19 14:09:09.290 | INFO     | __main__:<module>:32 - range(0, 8) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478], maxlen=40)
2024-04-19 14:09:09.416 | INFO     | __main__:<module>:32 - range(0, 9) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644], maxlen=40)
2024-04-19 14:09:09.539 | INFO     | __main__:<module>:32 - range(0, 10) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367], maxlen=40)
2024-04-19 14:09:09.663 | INFO     | __main__:<module>:32 - range(0, 11) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747], maxlen=40)
2024-04-19 14:09:09.786 | INFO     | __main__:<module>:32 - range(0, 12) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746], maxlen=40)
2024-04-19 14:09:09.908 | INFO     | __main__:<module>:32 - range(0, 13) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176], maxlen=40)
2024-04-19 14:09:10.031 | INFO     | __main__:<module>:32 - range(0, 14) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817], maxlen=40)
2024-04-19 14:09:10.156 | INFO     | __main__:<module>:32 - range(0, 15) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069], maxlen=40)
2024-04-19 14:09:10.281 | INFO     | __main__:<module>:32 - range(0, 16) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528], maxlen=40)
2024-04-19 14:09:10.403 | INFO     | __main__:<module>:32 - range(0, 17) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494], maxlen=40)
2024-04-19 14:09:10.527 | INFO     | __main__:<module>:32 - range(0, 18) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625], maxlen=40)
2024-04-19 14:09:10.651 | INFO     | __main__:<module>:32 - range(0, 19) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625, 0.9439558242941183], maxlen=40)
2024-04-19 14:09:10.776 | INFO     | __main__:<module>:32 - range(0, 20) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625, 0.9439558242941183, 0.5458776686749867], maxlen=40)
2024-04-19 14:09:10.906 | INFO     | __main__:<module>:32 - range(0, 21) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625, 0.9439558242941183, 0.5458776686749867, 0.31939526388845996], maxlen=40)
2024-04-19 14:09:11.025 | INFO     | __main__:<module>:32 - range(0, 22) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625, 0.9439558242941183, 0.5458776686749867, 0.31939526388845996, 0.15443199423238319], maxlen=40)
2024-04-19 14:09:11.147 | INFO     | __main__:<module>:32 - range(0, 23) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625, 0.9439558242941183, 0.5458776686749867, 0.31939526388845996, 0.15443199423238319, 0.18452393377962117], maxlen=40)
2024-04-19 14:09:11.269 | INFO     | __main__:<module>:32 - range(0, 24) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625, 0.9439558242941183, 0.5458776686749867, 0.31939526388845996, 0.15443199423238319, 0.18452393377962117, 0.38086832705726104], maxlen=40)
2024-04-19 14:09:11.395 | INFO     | __main__:<module>:32 - range(0, 25) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625, 0.9439558242941183, 0.5458776686749867, 0.31939526388845996, 0.15443199423238319, 0.18452393377962117, 0.38086832705726104, 0.5919777818509354], maxlen=40)
2024-04-19 14:09:11.520 | INFO     | __main__:<module>:32 - range(0, 26) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625, 0.9439558242941183, 0.5458776686749867, 0.31939526388845996, 0.15443199423238319, 0.18452393377962117, 0.38086832705726104, 0.5919777818509354, 0.22711938634372053], maxlen=40)
2024-04-19 14:09:11.644 | INFO     | __main__:<module>:32 - range(0, 27) deque([0.8562570433717981, 0.9940207983563096, 0.4877556273165331, 0.44691857303180527, 0.8684774029321053, 0.7413182092769192, 0.15579307079737748, 0.22825395307911478, 0.6934504164485644, 0.9404648445635367, 0.6431033968625747, 0.34122459176716746, 0.256721155452176, 0.35127805523103817, 0.3345107638279069, 0.272600459079528, 0.28364761080758494, 0.5669798339629625, 0.9439558242941183, 0.5458776686749867, 0.31939526388845996, 0.15443199423238319, 0.18452393377962117, 0.38086832705726104, 0.5919777818509354, 0.22711938634372053, 0.42013863288526576], maxlen=40)
